pdb_id,cas_entry,n_residues,n_allosteric,allosteric_pct,auroc,auprc,max_identity,closest_training_pdb
5AK6,cas0002,1082,30,2.7726432532347505,0.5680291508238277,0.03878508169578643,0.477,4PFK
5AKE,cas0002,1092,30,2.7472527472527473,0.6968769617074702,0.0488193125701671,0.477,4PFK
5AKG,cas0002,1094,30,2.742230347349177,0.6313909774436091,0.04364861937644478,0.477,4PFK
5AKH,cas0002,1092,30,2.7472527472527473,0.7291431261770245,0.06751917042741745,0.477,4PFK
5AKI,cas0002,1088,30,2.7573529411764706,0.5867674858223062,0.03985436491829884,0.477,4PFK
5AKJ,cas0002,1092,30,2.7472527472527473,0.5928750784682988,0.04048731296054871,0.477,4PFK
5AKK,cas0002,1082,30,2.7726432532347505,0.7038498098859316,0.055040362564087564,0.477,4PFK
5AKL,cas0002,1068,30,2.8089887640449436,0.6915221579961464,0.058173504053034626,0.477,4PFK
5AKX,cas0002,1092,30,2.7472527472527473,0.576930320150659,0.038849079198819234,0.477,4PFK
5AKY,cas0002,1092,30,2.7472527472527473,0.8356403013182674,0.17167956652442626,0.477,4PFK
5AKZ,cas0002,1092,30,2.7472527472527473,0.6186754551161331,0.04329336001138691,0.477,4PFK
5ALD,cas0002,1092,30,2.7472527472527473,0.7303829252981795,0.06718894211831994,0.477,4PFK
5ALE,cas0002,1092,30,2.7472527472527473,0.596594475831764,0.04074858986434549,0.477,4PFK
5ALF,cas0002,1094,30,2.742230347349177,0.6327694235588972,0.04336517693852237,0.477,4PFK
5ALG,cas0002,1092,30,2.7472527472527473,0.6736974262397991,0.04801484060142881,0.477,4PFK
5ALH,cas0002,1092,30,2.7472527472527473,0.5914940364092907,0.04017487661903986,0.477,4PFK
5ALI,cas0002,1092,30,2.7472527472527473,0.6354048964218455,0.04368143245264628,0.477,4PFK
5ALJ,cas0002,1046,30,2.8680688336520075,0.6401574803149606,0.04539227296291509,0.477,4PFK
5ALK,cas0002,1092,30,2.7472527472527473,0.6057595731324545,0.04153265590346285,0.477,4PFK
5ALL,cas0002,1094,30,2.742230347349177,0.6535087719298246,0.04586401891520558,0.477,4PFK
5ALM,cas0002,1092,30,2.7472527472527473,0.6655681104833647,0.04796301437484805,0.477,4PFK
5ALN,cas0002,546,30,5.4945054945054945,0.8364341085271318,0.23239149469424736,0.477,4PFK
5ALO,cas0002,546,30,5.4945054945054945,0.799547803617571,0.26987586076059283,0.477,4PFK
5ALP,cas0002,546,30,5.4945054945054945,0.6804263565891473,0.09607397223917455,0.477,4PFK
5ALQ,cas0002,535,30,5.607476635514018,0.5326072607260727,0.07080742751991667,0.477,4PFK
5ALR,cas0002,542,30,5.535055350553505,0.53271484375,0.057107682110275115,0.477,4PFK
5ALS,cas0002,1084,30,2.7675276752767526,0.6245730550284629,0.044034932738016626,0.477,4PFK
5ALT,cas0002,547,30,5.484460694698354,0.44800128949065116,0.05251309904296778,0.477,4PFK
5ALU,cas0002,546,30,5.4945054945054945,0.8170219638242894,0.17417359687744421,0.477,4PFK
5ALV,cas0002,537,30,5.58659217877095,0.8289940828402367,0.42971040509494207,0.477,4PFK
5ALW,cas0002,546,30,5.4945054945054945,0.5271963824289405,0.06019471439594183,0.477,4PFK
5ALX,cas0002,546,30,5.4945054945054945,0.46172480620155043,0.0543621532013112,0.477,4PFK
5ALY,cas0002,546,30,5.4945054945054945,0.7963178294573644,0.16434162115631878,0.477,4PFK
5ALZ,cas0002,546,30,5.4945054945054945,0.45623385012919904,0.05376387294761677,0.477,4PFK
5AM0,cas0002,546,30,5.4945054945054945,0.45229328165374677,0.05297332271490726,0.477,4PFK
5AM1,cas0002,546,30,5.4945054945054945,0.46049741602067185,0.053629268467519114,0.477,4PFK
5AM2,cas0002,1074,30,2.793296089385475,0.7260696040868455,0.07267717416981952,0.477,4PFK
5AM3,cas0002,1092,30,2.7472527472527473,0.6168863779033271,0.04224164146836436,0.477,4PFK
5AM4,cas0002,546,30,5.4945054945054945,0.8003552971576228,0.18157161741085104,0.477,4PFK
5AM5,cas0002,546,30,5.4945054945054945,0.4589793281653747,0.0535544727032784,0.477,4PFK
5FP0,cas0002,1088,30,2.7573529411764706,0.644580970384373,0.0451965527709958,0.477,4PFK
1OKY,cas0003,282,17,6.028368794326241,0.6730299667036627,0.36850811790594107,0.942,3NAX
1OKZ,cas0003,277,17,6.137184115523466,0.5667420814479638,0.09594468484984128,0.935,3NAX
1UU3,cas0003,277,17,6.137184115523466,0.6021493212669684,0.08857914999720246,0.934,3NAX
1UU7,cas0003,281,17,6.049822064056939,0.8297682709447415,0.6406014185639021,0.946,3NAX
1UU8,cas0003,278,17,6.115107913669065,0.8493351363533919,0.3869860532689167,0.939,3NAX
2BIY,cas0003,288,17,5.902777777777778,0.5605600173648796,0.09763783880586158,0.974,3NAX
2R7B,cas0003,274,17,6.204379562043796,0.3737697413595789,0.06340252829274068,0.933,3NAX
2XCH,cas0003,556,17,3.0575539568345325,0.6318891192840772,0.06094179170321505,0.938,3NAX
2XCK,cas0003,550,17,3.090909090909091,0.5318397527866681,0.04234028751628392,0.935,3NAX
3H9O,cas0003,275,17,6.181818181818182,0.35465116279069764,0.0481251035155747,0.936,3NAX
3HRC,cas0003,279,17,6.093189964157706,0.31836551414458913,0.04931787373309604,0.939,3NAX
3ION,cas0003,274,17,6.204379562043796,0.3170061799038682,0.04670868409711881,0.932,3NAX
3IOP,cas0003,275,17,6.181818181818182,0.3137254901960784,0.04684127850584078,0.936,3NAX
3PWY,cas0003,281,17,6.049822064056939,0.6596479500891266,0.14122635389635152,0.934,3NAX
3QC4,cas0003,554,17,3.068592057761733,0.603680578376602,0.045828117313581954,0.93,3NAX
3QCQ,cas0003,276,17,6.159420289855073,0.6863502157619804,0.12569703967658824,0.937,3NAX
3QCS,cas0003,276,17,6.159420289855073,0.5793776970247557,0.11235802071137216,0.937,3NAX
3QCX,cas0003,276,17,6.159420289855073,0.6394503747444924,0.34468022906001033,0.937,3NAX
3QCY,cas0003,275,17,6.181818181818182,0.6113771089831281,0.12669635969352988,0.933,3NAX
3QD0,cas0003,274,17,6.204379562043796,0.3788052185854887,0.0555573765298126,0.93,3NAX
3QD3,cas0003,278,17,6.115107913669065,0.54394861392833,0.12495738670716591,0.939,3NAX
3QD4,cas0003,276,17,6.159420289855073,0.42459686577333633,0.06101636201668631,0.932,3NAX
3RCJ,cas0003,281,16,5.6939501779359425,0.2693396226415094,0.04140075930553162,0.959,3NAX
3RWP,cas0003,277,17,6.137184115523466,0.6044117647058823,0.11701745906758412,0.937,3NAX
3RWQ,cas0003,283,17,6.007067137809187,0.6379920389208316,0.12711318729126203,0.95,3NAX
3SC1,cas0003,278,17,6.115107913669065,0.6148298399819698,0.1311086221085338,0.938,3NAX
4CT2,cas0003,279,16,5.734767025089606,0.645199619771863,0.09786040032172572,0.924,3NAX
4RRV,cas0003,292,17,5.821917808219178,0.3597860962566845,0.04799300138482952,0.958,3NAX
5HKM,cas0003,272,17,6.25,0.37946943483275664,0.06379867602775452,0.933,3NAX
5HNG,cas0003,280,17,6.071428571428571,0.3098859315589354,0.04628900402969657,0.943,3NAX
5HO7,cas0003,280,17,6.071428571428571,0.500335495414896,0.07182319364055886,0.943,3NAX
5HO8,cas0003,278,17,6.115107913669065,0.5350462023890016,0.07945544112664071,0.939,3NAX
5LVM,cas0003,283,17,6.007067137809187,0.3099292348518355,0.04514803882873132,0.958,3NAX
1B41,cas0004,592,12,2.027027027027027,0.906896551724138,0.20343711495568612,0.887,1J07
1F8U,cas0004,592,12,2.027027027027027,0.8731321839080459,0.1203220202963841,0.886,1J07
2X8B,cas0004,597,12,2.0100502512562812,0.9042022792022792,0.18484376163226496,0.89,1J07
3LII,cas0004,1066,12,1.125703564727955,0.8950426944971537,0.2171354764638347,0.896,1J07
4BDT,cas0004,1126,12,1.0657193605683837,0.8575703171753442,0.24597161165324904,0.915,1J07
4EY4,cas0004,1065,12,1.1267605633802817,0.9016698322253878,0.17300972232116496,0.894,1J07
4EY5,cas0004,1065,12,1.1267605633802817,0.8731402342513453,0.27285463569661433,0.894,1J07
4EY6,cas0004,1065,12,1.1267605633802817,0.8957344096232985,0.19050624457356574,0.894,1J07
4EY7,cas0004,1065,12,1.1267605633802817,0.8870291231402343,0.17998125268916343,0.894,1J07
4EY8,cas0004,591,12,2.030456852791878,0.831678180771445,0.20430310960823655,0.889,1J07
4M0E,cas0004,1069,12,1.1225444340505144,0.9208057395143487,0.24506855772446817,0.901,1J07
4M0F,cas0004,1065,12,1.1267605633802817,0.9040044317822096,0.36068591778798165,0.894,1J07
4PQE,cas0004,1056,12,1.1363636363636365,0.8878512132822477,0.09933163216819417,0.884,1J07
5FPQ,cas0004,1060,12,1.1320754716981132,0.8417620865139949,0.27060551203466476,0.889,1J07
5HF5,cas0004,1071,12,1.1204481792717087,0.8694916587976078,0.13113101811092895,0.901,1J07
5HF6,cas0004,1066,12,1.125703564727955,0.8661053130929791,0.12514838561261454,0.901,1J07
5HF8,cas0004,1070,12,1.1214953271028036,0.8335696282293635,0.0644682307094992,0.901,1J07
5HF9,cas0004,1063,12,1.1288805268109126,0.9936568347605456,0.4734848484848485,0.893,1J07
5HFA,cas0004,1071,12,1.1204481792717087,0.9350409191060749,0.26305844085851143,0.901,1J07
1JEN,cas0005,606,11,1.8151815181518154,0.8980901451489687,0.159861108875546,0.928,3EP5
1JL0,cas0005,621,14,2.254428341384863,0.9224523417274653,0.37417430740412105,0.92,3EP5
3DZ2,cas0005,305,11,3.606557377049181,0.8378169449598021,0.6490380872412647,0.921,3EP5
3DZ4,cas0005,307,11,3.5830618892508146,0.7957616707616708,0.12692236839710616,0.924,3EP5
3DZ5,cas0005,299,11,3.678929765886288,0.8568497474747474,0.6643634819286992,0.91,3EP5
3DZ6,cas0005,293,11,3.754266211604096,0.831237911025145,0.6404931341220461,0.883,3EP5
3DZ7,cas0005,303,11,3.6303630363036308,0.7881382316313823,0.15361293111179714,0.921,3EP5
3EP3,cas0005,296,11,3.7162162162162162,0.8665071770334929,0.1806851852659306,0.901,3EP5
3EP4,cas0005,297,11,3.7037037037037033,0.7347425301970756,0.10408095211849669,0.895,3EP5
3EP6,cas0005,297,11,3.7037037037037033,0.7784488239033694,0.11207430309462467,0.895,3EP5
3EP7,cas0005,296,11,3.7162162162162162,0.8020733652312599,0.3925406463524331,0.888,3EP5
3EP8,cas0005,297,11,3.7037037037037033,0.7288620470438653,0.1085667419842897,0.894,3EP5
3EP9,cas0005,300,11,3.6666666666666665,0.7412708398867568,0.13138901448649815,0.913,3EP5
1I7Q,cas0007,1418,32,2.2566995768688294,0.6166801948051948,0.03416508304988487,0.928,1I7S
1ACM,cas0008,2736,42,1.5350877192982455,0.7189433308586983,0.033061796087729696,0.965,1RAA
1AT1,cas0008,2736,42,1.5350877192982455,0.7366634849931064,0.03218966807209378,0.965,1RAA
1D09,cas0008,2778,54,1.9438444924406046,0.7346086909229347,0.04343515948716033,0.967,1RAA
1EZZ,cas0008,2778,54,1.9438444924406046,0.78392682329907,0.050411348446834814,0.967,1RAA
1F1B,cas0008,2778,54,1.9438444924406046,0.7499320171860553,0.04521415786713001,0.967,1RAA
1I5O,cas0008,2778,54,1.9438444924406046,0.7268790449774297,0.04436482405366988,0.967,1RAA
1NBE,cas0008,2778,54,1.9438444924406046,0.7422907488986784,0.04722358121330724,0.962,1RAA
1Q95,cas0008,2778,54,1.9438444924406046,0.7977783216402894,0.05137064321684659,0.967,1RAA
1R0B,cas0008,2778,54,1.9438444924406046,0.8077412030238755,0.053532855570226114,0.967,1RAA
1R0C,cas0008,2778,54,1.9438444924406046,0.7402648610431283,0.04196313020958539,0.967,1RAA
1SKU,cas0008,2748,46,1.6739446870451238,0.7184010233965179,0.03559756166312902,0.963,1RAA
1TTH,cas0008,2778,54,1.9438444924406046,0.7211242997770164,0.040985845387989245,0.967,1RAA
1TU0,cas0008,2778,54,1.9438444924406046,0.7401560885408168,0.04520464857789239,0.967,1RAA
1XJW,cas0008,2778,54,1.9438444924406046,0.8123470386686246,0.05880141707035866,0.967,1RAA
2A0F,cas0008,2736,42,1.5350877192982455,0.6551021670732139,0.026964457400345178,0.964,1RAA
2AIR,cas0008,926,27,2.915766738660907,0.6386108021258188,0.046658817928576485,0.967,1RAA
2AT1,cas0008,2736,42,1.5350877192982455,0.7152402163538021,0.03192838940113195,0.965,1RAA
2H3E,cas0008,2730,40,1.465201465201465,0.7340752788104089,0.033303876136931594,0.965,1RAA
2HSE,cas0008,2736,42,1.5350877192982455,0.7408836214515502,0.1197925249800745,0.964,1RAA
2IPO,cas0008,2778,54,1.9438444924406046,0.7410738565290695,0.04247352634469713,0.967,1RAA
2QG9,cas0008,2778,54,1.9438444924406046,0.7676245445151466,0.060328451091796985,0.958,1RAA
2QGF,cas0008,2778,54,1.9438444924406046,0.7000156360472073,0.04069894777212742,0.956,1RAA
3AT1,cas0008,2736,42,1.5350877192982455,0.7371274790539823,0.03158642862634003,0.965,1RAA
3D7S,cas0008,2778,54,1.9438444924406046,0.7426034698428237,0.04202236539989881,0.967,1RAA
3MPU,cas0008,2718,36,1.3245033112582782,0.7012024608501118,0.02714374766257319,0.967,1RAA
4E2F,cas0008,2724,38,1.3950073421439062,0.7298026805658971,0.032020004792755845,0.965,1RAA
4F04,cas0008,2718,36,1.3245033112582782,0.7135533184190903,0.02911593850688701,0.967,1RAA
4KGV,cas0008,2730,40,1.465201465201465,0.6754135687732342,0.028309214579419033,0.965,1RAA
4KGX,cas0008,2724,38,1.3950073421439062,0.8690431868950113,0.2341470835674613,0.967,1RAA
4KGZ,cas0008,2721,37,1.3597941933112825,0.8419815120634793,0.3575878200470122,0.967,1RAA
4KH0,cas0008,2766,50,1.8076644974692697,0.8856921944035346,0.45221516066372414,0.967,1RAA
4KH1,cas0008,2742,44,1.604668125455872,0.8463297728957477,0.25879377180023655,0.963,1RAA
4WTO,cas0008,926,54,5.831533477321814,0.378482840638804,0.050611976889657906,0.967,1RAA
6AT1,cas0008,2736,42,1.5350877192982455,0.7629697387492487,0.037667482485161524,0.965,1RAA
8ATC,cas0008,2736,42,1.5350877192982455,0.7181081415491215,0.03323041238558977,0.965,1RAA
9ATC,cas0008,2736,42,1.5350877192982455,0.7702831689468661,0.0473104425720358,0.964,1RAA
1PG5,cas0009,2640,14,0.5303030303030304,0.8345392231530846,0.025044722719141325,0.923,2BE9
1BIA,cas0011,292,3,1.0273972602739725,0.5922722029988466,0.016027790794184576,0.854,2EWN
1BIB,cas0011,294,3,1.0204081632653061,0.6002290950744559,0.016286670363408973,0.865,2EWN
1HXD,cas0011,610,6,0.9836065573770493,0.3696192052980132,0.040641699617431234,0.927,2EWN
2FB8,cas0012,518,68,13.127413127413126,0.843186274509804,0.5178723635696783,0.919,4G9C
3D4Q,cas0012,528,68,12.878787878787879,0.8574008951406651,0.3991649851245136,0.923,4G9C
3II5,cas0012,519,67,12.909441233140656,0.8976522255976753,0.6526007808329892,0.925,4G9C
3PPJ,cas0012,526,68,12.927756653992395,0.8245890059080402,0.35530681504144795,0.923,4G9C
3PPK,cas0012,526,68,12.927756653992395,0.8352973285384022,0.3885185419689459,0.923,4G9C
3PRF,cas0012,524,68,12.977099236641221,0.8733068885448917,0.4576816050144288,0.917,4G9C
3PRI,cas0012,528,68,12.878787878787879,0.817039641943734,0.3190263799026957,0.923,4G9C
3PSB,cas0012,526,68,12.927756653992395,0.8547232211661957,0.41576902038178176,0.923,4G9C
3PSD,cas0012,526,68,12.927756653992395,0.833707937323401,0.3856468602791599,0.923,4G9C
3Q4C,cas0012,528,70,13.257575757575758,0.7802401746724891,0.38443391733088345,0.922,4G9C
3SKC,cas0012,536,68,12.686567164179104,0.8723133484162896,0.611192593866501,0.977,4G9C
3TV4,cas0012,540,70,12.962962962962962,0.8372340425531914,0.5052512641927256,0.977,4G9C
3TV6,cas0012,544,72,13.23529411764706,0.8267861346516008,0.5216918499505173,0.977,4G9C
4E26,cas0012,534,70,13.108614232209737,0.8367149014778326,0.4632119677621678,0.943,4G9C
4E4X,cas0012,541,72,13.308687615526802,0.8061922530206111,0.48758761008528134,0.976,4G9C
4EHE,cas0012,542,71,13.099630996309964,0.8430070871086391,0.49038153387852124,0.977,4G9C
4EHG,cas0012,522,66,12.643678160919542,0.8655635300372142,0.5353724236872888,0.915,4G9C
4H58,cas0012,797,69,8.657465495608532,0.8648670170409302,0.42018914415996317,0.964,4G9C
4KSP,cas0012,513,64,12.475633528265107,0.9357252227171492,0.693934448137009,0.906,4G9C
4KSQ,cas0012,513,64,12.475633528265107,0.9540123886414255,0.7331899318276218,0.908,4G9C
4MBJ,cas0012,545,72,13.211009174311927,0.8514505520319474,0.47244302426485524,0.977,4G9C
4MNF,cas0012,514,68,13.229571984435799,0.8511111843840675,0.39026520102362006,0.908,4G9C
4PP7,cas0012,541,72,13.308687615526802,0.8383528784648189,0.606301303088058,0.976,4G9C
4YHT,cas0012,514,70,13.618677042801556,0.8279279279279279,0.4603301552813342,0.892,4G9C
5C9C,cas0012,505,66,13.06930693069307,0.9223096569338027,0.7610688456619465,0.897,4G9C
5CT7,cas0012,511,64,12.524461839530332,0.9176803691275168,0.803055275249875,0.909,4G9C
5FD2,cas0012,498,65,13.052208835341366,0.7493515722153137,0.4383101914402526,0.936,4G9C
5HIE,cas0012,1023,70,6.8426197458455515,0.8443936441313146,0.4402447833533201,0.906,4G9C
5VAL,cas0012,508,64,12.598425196850393,0.9241800394144144,0.6160515910717547,0.888,4G9C
5VAM,cas0012,529,70,13.23251417769376,0.8829598506069095,0.6948132333291719,0.953,4G9C
1JWH,cas0014,1075,32,2.9767441860465116,0.908796740172579,0.22548439020081704,0.999,3H30
1NA7,cas0014,326,16,4.9079754601226995,0.18215725806451616,0.037805893760252215,0.993,3H30
1PJK,cas0014,331,16,4.833836858006042,0.30486111111111114,0.03900752594876664,0.999,3H30
2PVR,cas0014,328,16,4.878048780487805,0.17658253205128205,0.03724727347355884,0.999,3H30
2R7I,cas0014,1287,57,4.428904428904429,0.4721580373698474,0.050230418492942276,0.965,3H30
2ZJW,cas0014,332,16,4.819277108433735,0.14547072784810125,0.037069322778842353,0.999,3H30
3AMY,cas0014,318,14,4.40251572327044,0.1494360902255639,0.03410501864468141,0.955,3H30
3AT2,cas0014,334,16,4.790419161676647,0.7428262578616351,0.4737917795100565,0.999,3H30
3AT3,cas0014,332,16,4.819277108433735,0.18680775316455694,0.03873112990976879,0.999,3H30
3AT4,cas0014,331,16,4.833836858006042,0.1759920634920635,0.038658028970699414,0.999,3H30
3AXW,cas0014,329,16,4.86322188449848,0.16922923322683706,0.03856286512148932,0.999,3H30
3BQC,cas0014,328,16,4.878048780487805,0.15625,0.038504787209312684,1.0,3H30
3C13,cas0014,328,16,4.878048780487805,0.21474358974358976,0.03862386363502546,1.0,3H30
3FWQ,cas0014,668,32,4.790419161676647,0.43828616352201255,0.05273208005725826,0.999,3H30
3JUH,cas0014,668,32,4.790419161676647,0.5231181210691824,0.06064437102200662,0.996,3H30
3MB6,cas0014,329,16,4.86322188449848,0.18380591054313097,0.039323322263141586,1.0,3H30
3MB7,cas0014,330,16,4.848484848484849,0.17406449044585987,0.038624810643148384,0.999,3H30
3NGA,cas0014,662,32,4.833836858006042,0.3380208333333333,0.04874543396225514,0.999,3H30
3NSZ,cas0014,327,16,4.892966360856269,0.15645096463022506,0.03756137916379594,0.999,3H30
3OWJ,cas0014,328,16,4.878048780487805,0.1803886217948718,0.0391781704907812,1.0,3H30
3OWK,cas0014,330,16,4.848484848484849,0.2008359872611465,0.0378437628371319,0.999,3H30
3OWL,cas0014,330,16,4.848484848484849,0.19655652866242038,0.03775174615915183,0.999,3H30
3PE1,cas0014,327,16,4.892966360856269,0.17845659163987138,0.03910700513287859,1.0,3H30
3PE2,cas0014,327,16,4.892966360856269,0.17715032154340835,0.039133419895548804,1.0,3H30
3Q04,cas0014,328,16,4.878048780487805,0.13842147435897437,0.037830575317042994,1.0,3H30
3Q9W,cas0014,328,16,4.878048780487805,0.16746794871794873,0.03872138445993361,1.0,3H30
3Q9X,cas0014,660,32,4.848484848484849,0.7062101910828026,0.09062395689890354,0.999,3H30
3Q9Y,cas0014,327,16,4.892966360856269,0.20407958199356913,0.03827810905983942,1.0,3H30
3Q9Z,cas0014,664,32,4.819277108433735,0.5881625791139241,0.06278200123314912,0.999,3H30
3QA0,cas0014,660,32,4.848484848484849,0.757016321656051,0.10872540412230021,0.999,3H30
3R0T,cas0014,327,16,4.892966360856269,0.4427250803858521,0.05491293362825943,1.0,3H30
3RPS,cas0014,668,32,4.790419161676647,0.5122592374213837,0.06744883662674238,0.999,3H30
3U4U,cas0014,327,16,4.892966360856269,0.1554461414790997,0.03750741905356196,0.999,3H30
3U9C,cas0014,662,32,4.833836858006042,0.34499007936507936,0.04895262325810177,0.999,3H30
3W8L,cas0014,652,32,4.9079754601226995,0.4279737903225806,0.045629866062931526,0.998,3H30
3WAR,cas0014,334,16,4.790419161676647,0.7927476415094339,0.5605580340541176,0.999,3H30
3WIK,cas0014,334,16,4.790419161676647,0.16430817610062892,0.03884840598052696,0.999,3H30
3WIL,cas0014,331,16,4.833836858006042,0.15337301587301588,0.03726453949980151,0.999,3H30
3WOW,cas0014,334,16,4.790419161676647,0.15792059748427673,0.03941485364376171,0.999,3H30
4DGL,cas0014,1063,32,3.0103480714957667,0.4769641125121241,0.02742862705711966,0.996,3H30
4FBX,cas0014,333,16,4.804804804804805,0.489846214511041,0.06096274719692441,0.999,3H30
4GRB,cas0014,327,16,4.892966360856269,0.15283360128617363,0.03745345659524069,0.999,3H30
4GUB,cas0014,329,16,4.86322188449848,0.20407348242811504,0.03785443865008816,0.999,3H30
4IB5,cas0014,1044,48,4.597701149425287,0.5664428547523426,0.05569182948317386,1.0,3H30
4KWP,cas0014,329,16,4.86322188449848,0.4911142172523962,0.06740939398261113,0.999,3H30
4MD7,cas0014,2112,64,3.0303030303030303,0.3813133239746094,0.02451348966745728,0.999,3H30
4MD8,cas0014,2113,64,3.028868906767629,0.38103190580771107,0.024029711148001717,0.996,3H30
4MD9,cas0014,4203,128,3.04544373066857,0.39867618865030674,0.02489325074484721,0.996,3H30
4NH1,cas0014,1064,32,3.007518796992481,0.7415515988372093,0.05690092867316758,0.999,3H30
4RLL,cas0014,329,16,4.86322188449848,0.5847643769968051,0.10728389291866143,0.999,3H30
4UB7,cas0014,334,16,4.790419161676647,0.2248427672955975,0.038368830136941756,0.999,3H30
4UBA,cas0014,666,32,4.804804804804805,0.5477375788643533,0.061462723941859546,0.999,3H30
5B0X,cas0014,329,16,4.86322188449848,0.15894568690095845,0.039778731753882884,0.999,3H30
